@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {511_interviewer_train,108_subset_train}

@DATA
0.064706,0.052863,3.025313,0.148661,0.179422,0.594892,0.009944,0.099000,-23.241451,2.485907,-0.148312,0.211924,-0.251535,0.058390,-0.342013,-0.092275,-0.166143,0.019510,-0.384292,-0.244277,-0.582867,0.072438,0.023466,0.072064,0.021957,0.011308,0.005242,0.023111,0.005185,0.007161,0.007288,0.011884,0.010603,0.031081,0.014434,0.047551,0.264832,0.026786,0.029903,0.302883,0.006369,0.039310,1.291008,0.552157,0.346652,0.172854,0.339269,0.454170,0.364468,0.168037,0.169916,0.197344,0.196862,0.247705,0.291273,0.050793,0.030792,0.038628,0.022160,0.010457,0.005721,0.015257,0.007027,0.007084,0.006663,0.007909,0.011943,0.009222,511_interviewer_train
0.066854,0.079580,3.262157,0.132996,0.164168,0.754099,0.008532,0.117292,-22.925602,2.780650,-0.967470,0.668774,-0.392653,-0.280248,0.051023,-0.096444,0.230140,0.136551,-0.538558,-0.449171,-0.434690,0.106186,0.007650,0.045918,0.011580,0.003324,0.001267,0.012945,0.002125,0.001254,0.006015,0.010882,0.030971,0.038373,0.011801,0.028743,0.099892,0.019115,0.024887,0.306231,0.005500,0.036378,1.012474,0.407784,0.503833,0.364134,0.234446,0.310566,0.203733,0.199556,0.219507,0.175513,0.275120,0.134024,0.142425,0.069881,0.010172,0.044731,0.017415,0.003193,0.000692,0.009041,0.002168,0.001376,0.007751,0.012386,0.040529,0.011379,511_interviewer_train
0.111702,0.011858,3.099953,0.187939,0.177741,0.864122,0.010243,0.191875,-24.935450,2.075063,-0.034491,-0.260106,-0.200810,0.331919,-0.319517,-0.115161,-0.186929,-0.095278,-0.072432,-0.153532,-0.246783,0.023973,0.015877,0.067479,0.009629,0.009960,0.005935,0.016297,0.003056,0.013888,0.011775,0.024492,0.006303,0.026199,0.043467,0.008120,0.224331,0.058697,0.032207,0.394743,0.003813,0.112469,1.285856,0.547327,0.574431,0.320397,0.377751,0.350757,0.367968,0.191968,0.220310,0.299738,0.197947,0.207507,0.236790,0.028029,0.013832,0.040932,0.008949,0.008293,0.005737,0.014476,0.004501,0.015946,0.010127,0.018402,0.007573,0.009925,511_interviewer_train
0.078402,0.051705,3.221072,0.134187,0.140919,0.827767,0.013504,0.136071,-23.699275,2.419576,-1.062085,0.919292,-0.538837,-0.153133,-0.136756,-0.272677,0.222541,-0.074914,-0.461189,-0.388459,-0.512484,0.070718,0.010788,0.049847,0.007861,0.003226,0.001890,0.016721,0.003206,0.003893,0.004087,0.011311,0.022499,0.030341,0.023279,0.025602,0.271587,0.029559,0.026329,0.475154,0.010156,0.058414,1.542751,0.899424,0.741782,0.663381,0.319549,0.337690,0.240780,0.235693,0.285104,0.295073,0.187558,0.251605,0.186553,0.062207,0.016463,0.061451,0.005480,0.002192,0.002183,0.025857,0.005672,0.005669,0.004221,0.015941,0.028733,0.016875,511_interviewer_train
0.098342,0.024522,3.099293,0.170949,0.172432,0.831435,0.011350,0.157688,-24.521943,1.730052,-0.499870,0.140666,-0.154910,-0.028297,-0.354875,-0.178045,0.035285,-0.099526,-0.173834,-0.040880,-0.372786,0.047453,0.009356,0.042578,0.008599,0.011876,0.011988,0.018600,0.002148,0.006520,0.008098,0.013497,0.017445,0.024914,0.033282,0.023477,0.249065,0.025687,0.026572,0.378779,0.006735,0.078338,1.508545,0.838050,0.937290,0.734286,0.306797,0.383495,0.334756,0.226746,0.338212,0.272180,0.303973,0.219396,0.257237,0.046838,0.011720,0.048745,0.013541,0.015410,0.018725,0.020209,0.002610,0.009138,0.010246,0.017144,0.022525,0.013220,511_interviewer_train
0.083271,0.025302,3.151326,0.163995,0.178973,0.738112,0.011069,0.136021,-24.494824,2.071784,-0.138623,0.061528,-0.241076,0.066496,-0.448495,-0.081727,-0.384181,-0.221338,-0.234850,-0.217277,-0.066553,0.027992,0.004279,0.042948,0.052081,0.034467,0.008202,0.019687,0.002651,0.007744,0.011527,0.012925,0.006304,0.033823,0.034234,0.015287,0.168215,0.027408,0.024988,0.387581,0.005788,0.071446,0.974261,0.580823,0.507009,0.428310,0.374614,0.304561,0.360851,0.268950,0.287157,0.298318,0.255944,0.248137,0.255982,0.030058,0.005331,0.032821,0.043797,0.036230,0.009185,0.018726,0.004840,0.009966,0.016283,0.014747,0.010507,0.014419,511_interviewer_train
0.079266,0.049944,3.132651,0.148117,0.166179,0.750491,0.016038,0.141667,-23.002680,2.325541,-0.450277,-0.245429,-0.096311,-0.100522,-0.561514,-0.061197,0.045670,-0.076633,-0.186650,-0.333569,-0.204689,0.021252,0.023481,0.084260,0.023330,0.006255,0.004918,0.008203,0.000758,0.007004,0.019041,0.011986,0.011754,0.026949,0.039569,0.025105,0.114180,0.015001,0.033571,0.640111,0.013814,0.097272,1.782928,1.039927,0.777077,0.541469,0.176065,0.256977,0.411227,0.217074,0.243068,0.253578,0.361406,0.315990,0.177690,0.010175,0.029787,0.072169,0.026011,0.005171,0.005660,0.005215,0.000908,0.005688,0.015711,0.008942,0.013078,0.017742,511_interviewer_train
0.085553,0.040724,3.231774,0.141343,0.149726,0.723255,0.007970,0.135714,-23.854715,2.273508,-1.428839,0.850048,-0.371361,-0.310906,-0.022747,-0.140113,0.176863,0.076713,-0.305392,-0.227924,-0.422209,0.086785,0.003653,0.016116,0.004327,0.002474,0.003441,0.007999,0.001640,0.003866,0.004021,0.009652,0.040218,0.027334,0.028032,0.019397,0.244138,0.025198,0.032189,0.401111,0.005987,0.056461,1.009406,0.807384,0.988274,0.621340,0.256115,0.170412,0.236250,0.255049,0.124009,0.157347,0.266809,0.290061,0.206824,0.080490,0.005057,0.010561,0.003608,0.002655,0.003860,0.006772,0.002346,0.005400,0.004589,0.006148,0.026821,0.020034,511_interviewer_train
0.099917,0.051954,3.199828,0.161564,0.152511,1.079404,0.008107,0.159167,-23.262451,1.521985,-1.634756,0.718777,-0.038971,-0.101946,-0.347318,-0.117856,0.430794,0.003724,-0.038867,0.105390,-0.181387,0.007404,0.003817,0.012942,0.005013,0.005810,0.003211,0.005983,0.002879,0.002358,0.010310,0.039080,0.010231,0.012121,0.014405,0.032206,0.248942,0.013578,0.024584,0.218291,0.006081,0.029000,1.366948,0.434384,0.555858,0.336214,0.140799,0.285331,0.175483,0.154016,0.259007,0.219481,0.221465,0.209488,0.172020,0.009393,0.003519,0.017350,0.007704,0.007790,0.002904,0.006599,0.003576,0.003165,0.012243,0.022823,0.017900,0.006443,511_interviewer_train
0.073842,0.084468,3.237245,0.132471,0.147513,0.760059,0.009602,0.127917,-23.411206,2.357751,-0.957069,0.883431,-0.542956,-0.377173,-0.127566,-0.285347,0.156546,-0.242580,-0.710905,-0.575237,-0.641211,0.013585,0.031374,0.162483,0.007249,0.009285,0.001019,0.003215,0.004262,0.002051,0.002470,0.003617,0.001902,0.045375,0.034767,0.014836,0.231471,0.033615,0.019957,0.534331,0.007423,0.059115,1.498663,0.760612,0.661567,0.545585,0.207285,0.279572,0.209634,0.144295,0.202829,0.126307,0.180526,0.188122,0.190769,0.014528,0.015879,0.093953,0.011126,0.015800,0.000768,0.004365,0.006525,0.003263,0.003305,0.005286,0.003636,0.025164,511_interviewer_train
0.165591,0.030801,3.166295,0.220051,0.181076,1.457248,0.008724,0.283170,-23.266692,0.965642,-0.148656,-0.258806,-0.161077,0.133523,-0.275975,-0.130601,-0.083597,0.060496,-0.433566,0.017891,-0.441218,0.010217,0.009443,0.033650,0.026881,0.010626,0.004792,0.012158,0.004332,0.006149,0.023899,0.015847,0.004878,0.022174,0.035963,0.020126,0.175604,0.028438,0.024625,0.335429,0.004388,0.060953,0.862814,0.573851,0.741607,0.513684,0.290530,0.321671,0.279610,0.285344,0.315211,0.197648,0.258775,0.185738,0.297691,0.012396,0.015819,0.030272,0.032985,0.014442,0.005368,0.011107,0.004563,0.006553,0.028897,0.021193,0.004907,0.013367,511_interviewer_train
0.114567,0.023072,3.164039,0.171877,0.165988,0.952820,0.010346,0.215681,-23.867766,1.910915,0.056177,-0.235517,-0.669104,0.430101,-0.591131,0.192442,-0.174234,-0.065979,-0.071283,-0.286811,-0.153433,0.015821,0.008749,0.035262,0.034955,0.009011,0.005082,0.013142,0.002237,0.010135,0.018870,0.026869,0.008555,0.023946,0.035379,0.010459,0.145230,0.025824,0.020244,0.334147,0.004997,0.065989,0.666878,0.485673,0.504918,0.371248,0.462457,0.331843,0.353766,0.345787,0.266854,0.244534,0.237506,0.253592,0.225062,0.015672,0.010518,0.032907,0.037296,0.011071,0.003919,0.012089,0.003216,0.012745,0.016766,0.022708,0.011863,0.010923,511_interviewer_train
0.110555,0.062215,3.180569,0.142457,0.136504,1.197017,0.006541,0.178333,-22.085417,2.330785,-1.543331,0.646044,-0.969608,0.384859,0.036037,-0.350957,0.145451,-0.037022,0.159631,-0.000953,-0.025619,0.004448,0.001740,0.005597,0.007740,0.026027,0.004366,0.011096,0.002968,0.006050,0.035995,0.023653,0.002621,0.013417,0.026830,0.018812,0.157918,0.018024,0.012741,0.234460,0.003295,0.033932,0.369781,0.406809,0.263919,0.294526,0.412805,0.509888,0.287927,0.383981,0.112365,0.302353,0.130832,0.097806,0.166039,0.001918,0.001607,0.002948,0.006455,0.019021,0.002278,0.006366,0.002486,0.003785,0.026462,0.017193,0.002202,0.006616,511_interviewer_train
0.108976,0.014149,3.009881,0.170176,0.159690,1.012699,0.009028,0.193393,-24.342731,1.811869,-0.271412,0.178274,-0.504926,-0.089057,-0.401196,-0.005325,-0.330360,0.163035,-0.178472,0.263676,-0.035795,0.017804,0.002374,0.019077,0.015299,0.020247,0.011308,0.023811,0.002648,0.019873,0.017936,0.021000,0.007491,0.014367,0.036680,0.010367,0.211140,0.033446,0.028545,0.425378,0.003780,0.084508,1.420896,0.848296,1.022161,0.710480,0.752710,0.340406,0.390098,0.224931,0.301078,0.262149,0.216723,0.230146,0.178135,0.015017,0.001779,0.016085,0.009344,0.017157,0.011494,0.016275,0.002116,0.023263,0.016206,0.021891,0.006342,0.006117,511_interviewer_train
0.110972,0.018433,3.006993,0.170579,0.156641,1.201720,0.006608,0.215000,-23.094826,1.568500,-0.569329,0.210237,-0.410065,0.085138,-0.585590,-0.437260,-0.370852,0.243663,-0.340686,0.200840,-0.044468,0.009344,0.002484,0.012514,0.016145,0.030236,0.017990,0.032707,0.005382,0.034010,0.017675,0.012353,0.008526,0.017303,0.017472,0.006878,0.139178,0.025200,0.016177,0.301833,0.003478,0.049582,0.595497,0.581890,0.706542,0.505947,0.394851,0.313139,0.400064,0.331987,0.402866,0.300336,0.212306,0.167227,0.227571,0.007102,0.001885,0.002311,0.008851,0.026117,0.013457,0.017689,0.006552,0.025806,0.025985,0.006239,0.006138,0.005446,511_interviewer_train
0.051404,0.077497,3.239237,0.127614,0.163697,0.583527,0.011390,0.092857,-23.662106,2.823674,-0.530031,0.669607,-0.205420,-0.072529,-0.200445,-0.202710,0.006675,-0.465150,-0.490432,-0.462005,-0.533472,0.026255,0.013388,0.186698,0.010979,0.003404,0.002485,0.005936,0.005123,0.001417,0.004732,0.006436,0.002314,0.051323,0.027024,0.025224,0.212219,0.027830,0.031826,0.494708,0.012313,0.053057,1.438838,0.622153,0.775785,0.469268,0.186038,0.282995,0.231200,0.286244,0.250630,0.183511,0.180071,0.269269,0.279700,0.020912,0.011490,0.082130,0.014105,0.003451,0.005315,0.004923,0.005716,0.002195,0.004061,0.007761,0.003698,0.022000,511_interviewer_train
0.076971,0.028914,3.038963,0.149134,0.168746,0.826245,0.009358,0.116875,-23.677537,2.254288,-0.856327,0.360919,-0.145889,-0.057149,-0.528005,-0.352004,0.254674,-0.215946,0.127683,-0.203925,-0.157502,0.052137,0.003620,0.036993,0.009645,0.008565,0.020573,0.017348,0.001399,0.004900,0.015400,0.024617,0.026378,0.024838,0.020811,0.030144,0.250421,0.021378,0.016230,0.398367,0.004945,0.037909,1.415496,0.623292,0.728683,0.392419,0.185936,0.251795,0.185587,0.189561,0.205477,0.091058,0.279347,0.267185,0.330294,0.056051,0.003968,0.022715,0.004728,0.009942,0.041134,0.010803,0.000860,0.003002,0.015831,0.013882,0.021363,0.010855,511_interviewer_train
0.083636,0.021513,3.225457,0.181253,0.191453,0.795577,0.008407,0.131125,-24.336322,1.717096,-0.085699,0.262979,-0.187616,0.120635,-0.286339,-0.223137,-0.146875,-0.195525,-0.253409,-0.453163,-0.259898,0.053904,0.003701,0.097617,0.013650,0.008789,0.002775,0.008398,0.005712,0.008268,0.022020,0.010544,0.002863,0.036957,0.020865,0.019732,0.091545,0.015680,0.014834,0.207687,0.003831,0.030713,0.752413,0.458155,0.254351,0.396115,0.181534,0.224628,0.211670,0.204370,0.190051,0.193553,0.133887,0.191901,0.176581,0.042266,0.003060,0.051679,0.011430,0.004591,0.001302,0.006742,0.006490,0.011072,0.029446,0.007307,0.002295,0.011712,511_interviewer_train
0.111789,0.038163,3.101975,0.187788,0.193078,0.895970,0.009862,0.171931,-23.747718,1.947692,0.127110,-0.059682,-0.408889,0.185325,-0.371466,0.028068,-0.103379,-0.167131,-0.266648,-0.070226,-0.250571,0.037303,0.007923,0.033434,0.033649,0.029561,0.005420,0.027735,0.001802,0.002936,0.015598,0.027911,0.009707,0.030431,0.060353,0.037824,0.175810,0.058657,0.046787,0.562394,0.004404,0.120718,1.131966,0.685854,0.581116,0.488727,0.420385,0.264266,0.254589,0.200500,0.283229,0.284850,0.201524,0.271969,0.327887,0.047477,0.011642,0.024210,0.032675,0.032275,0.006562,0.028848,0.001953,0.002600,0.020062,0.027112,0.011079,0.012945,511_interviewer_train
0.098482,0.030741,3.087525,0.159474,0.156427,0.919218,0.009727,0.162188,-23.657283,1.915756,-0.355773,0.252070,-0.665888,-0.120199,-0.190699,-0.193205,0.128471,0.164655,-0.087715,0.099872,-0.129036,0.021262,0.001512,0.020345,0.008881,0.009472,0.010024,0.036711,0.001920,0.015987,0.013058,0.057350,0.008282,0.022575,0.033849,0.024745,0.184478,0.028276,0.021520,0.448829,0.003765,0.078844,1.485394,0.850464,0.826255,0.628988,0.688000,0.235206,0.288013,0.378442,0.462084,0.211858,0.204745,0.251530,0.190422,0.012891,0.000982,0.019535,0.009460,0.010210,0.008091,0.042977,0.001978,0.014007,0.008244,0.042857,0.006344,0.009892,511_interviewer_train
0.099014,0.028860,3.145334,0.177420,0.177747,0.908615,0.009816,0.194250,-23.530387,1.893396,0.052523,-0.363744,-0.419972,-0.022661,-0.260883,-0.084064,-0.042272,0.092710,-0.185198,-0.104271,-0.353725,0.039429,0.005586,0.029194,0.012836,0.009546,0.007692,0.021462,0.005297,0.016373,0.017052,0.026710,0.010581,0.023203,0.025445,0.015485,0.140650,0.016632,0.017921,0.358216,0.005710,0.053346,0.757037,0.524769,0.540662,0.391088,0.333411,0.361073,0.263376,0.266911,0.189877,0.232691,0.231516,0.262453,0.308076,0.035829,0.008924,0.027292,0.009165,0.007491,0.008118,0.015338,0.008939,0.025343,0.011976,0.032407,0.014007,0.010222,511_interviewer_train
0.077847,0.027051,3.082993,0.164867,0.192491,0.639936,0.009916,0.123750,-24.660493,2.375856,-0.373156,0.080720,-0.178534,-0.067918,-0.380841,-0.179378,-0.192902,-0.175944,-0.139665,0.058208,-0.081932,0.015152,0.017453,0.039781,0.021231,0.043547,0.016054,0.035604,0.001698,0.019146,0.012695,0.016160,0.003782,0.028982,0.030628,0.031106,0.270876,0.045002,0.037439,0.337577,0.005675,0.101716,1.357348,0.513189,0.549887,0.430949,0.357419,0.256274,0.260251,0.223982,0.189610,0.193851,0.214941,0.272556,0.181251,0.019049,0.022229,0.029817,0.021684,0.035583,0.016194,0.031338,0.001960,0.026692,0.011118,0.016386,0.004318,0.009897,511_interviewer_train
0.236233,0.012780,3.111867,0.282930,0.206110,2.200835,0.002594,0.365937,-23.739136,-0.057208,-0.210689,0.078185,0.050729,0.377120,-0.254943,-0.064069,-0.045286,-0.001136,0.194589,0.201170,0.078529,0.006626,0.006092,0.009835,0.005483,0.009038,0.006534,0.017408,0.003755,0.011135,0.004889,0.012878,0.006099,0.006009,0.032563,0.017600,0.170830,0.025416,0.014319,0.190674,0.001125,0.038607,1.225587,0.254705,0.159855,0.278684,0.142360,0.214187,0.359911,0.161201,0.178518,0.137433,0.186324,0.162761,0.118862,0.002532,0.004259,0.003658,0.001385,0.002999,0.003037,0.016277,0.003148,0.010499,0.001981,0.011540,0.003686,0.004289,511_interviewer_train
0.095839,0.031254,3.201770,0.182061,0.186504,0.969685,0.009713,0.157969,-23.651827,1.657756,-0.472015,0.376757,0.013801,-0.036287,-0.377389,-0.183145,-0.053860,-0.217880,-0.394596,-0.322663,-0.261568,0.030600,0.014277,0.053553,0.042570,0.012553,0.006275,0.016088,0.005558,0.004758,0.007344,0.006768,0.005689,0.027339,0.027225,0.020638,0.165125,0.027907,0.023168,0.314932,0.005817,0.070303,1.170854,0.512327,0.680739,0.534097,0.215696,0.267484,0.259009,0.257672,0.212602,0.226540,0.268360,0.231157,0.237820,0.029983,0.019542,0.034495,0.052120,0.020861,0.008422,0.023465,0.010202,0.004755,0.008822,0.005242,0.007701,0.011303,511_interviewer_train
0.063579,0.112442,3.151246,0.168613,0.176267,0.820423,0.017274,0.159750,-22.777075,2.040987,0.163679,-0.419592,-0.163722,-0.115786,-0.912661,-0.210195,-0.778254,-0.004901,-0.292328,0.406829,0.378440,0.002761,0.000673,0.006811,0.007543,0.042501,0.101886,0.030923,0.000845,0.030137,0.003473,0.009624,0.006876,0.041595,0.017195,0.061732,0.189290,0.032092,0.026566,0.407205,0.016211,0.093096,1.208803,0.589032,0.354894,0.574292,0.386428,0.483659,0.397986,0.341222,0.465140,0.264574,0.314980,0.228375,0.227418,0.003723,0.000716,0.012905,0.006240,0.034763,0.079562,0.038187,0.001231,0.060280,0.002611,0.020084,0.006069,0.012337,511_interviewer_train
0.091990,0.027801,3.074948,0.161627,0.169691,0.941347,0.010515,0.153625,-24.543960,2.013111,-1.048774,0.640603,-0.078958,-0.094753,-0.120022,-0.187971,0.108205,-0.062109,-0.305379,-0.124708,-0.256415,0.035699,0.009438,0.045675,0.010603,0.007509,0.006705,0.034359,0.002848,0.003802,0.009159,0.024320,0.009316,0.022566,0.021049,0.038505,0.392615,0.029557,0.032956,0.287676,0.005836,0.047160,1.422175,0.697148,0.791538,0.629603,0.312683,0.422378,0.317932,0.264667,0.234889,0.194504,0.396630,0.368430,0.346496,0.044511,0.015811,0.029758,0.008844,0.006535,0.008934,0.037674,0.003143,0.003785,0.007567,0.022672,0.009347,0.010287,511_interviewer_train
0.066020,0.065066,3.252367,0.136800,0.155400,0.563858,0.014546,0.120156,-23.607351,2.656163,-0.393405,0.286832,-0.901111,-0.073121,-0.173684,0.026359,-0.117246,0.146665,-0.044618,-0.129041,-0.368994,0.063935,0.001531,0.024448,0.009508,0.008984,0.016836,0.005301,0.001095,0.002051,0.022240,0.049666,0.030080,0.038491,0.029872,0.026365,0.155030,0.028190,0.041797,0.344265,0.015370,0.071038,0.981488,0.506385,0.987845,0.417210,0.655746,0.580014,0.395953,0.328466,0.301509,0.196325,0.483357,0.300907,0.343978,0.075698,0.000856,0.041313,0.021040,0.016492,0.023934,0.004737,0.001490,0.002439,0.033809,0.052046,0.049913,0.011070,511_interviewer_train
0.051095,0.040419,3.219972,0.152607,0.196058,0.303426,0.011857,0.093375,-23.977775,2.680823,0.471753,-0.291043,-0.080363,0.250199,-0.114934,-0.014312,-0.218989,-0.337673,-0.212020,-0.351886,-0.493505,0.104697,0.007903,0.083227,0.031706,0.013849,0.004212,0.020952,0.001966,0.001647,0.003789,0.010179,0.006246,0.048893,0.019707,0.018312,0.129147,0.023314,0.022953,0.118392,0.004996,0.051177,0.495402,0.271286,0.260637,0.317591,0.282104,0.156643,0.129161,0.144655,0.144100,0.145263,0.162490,0.232963,0.308406,0.037786,0.013308,0.060139,0.036054,0.016861,0.006522,0.004322,0.002524,0.001473,0.001700,0.005538,0.004099,0.012151,511_interviewer_train
0.082249,0.042130,3.160365,0.158454,0.176629,0.716237,0.011327,0.125667,-23.063208,2.207270,-0.162999,0.025188,-0.337083,-0.031908,-0.317383,-0.324577,-0.017810,-0.216514,-0.161238,-0.195758,-0.328727,0.061558,0.002707,0.056398,0.013426,0.013508,0.010107,0.019810,0.002590,0.016862,0.006236,0.028975,0.013860,0.030766,0.024779,0.015537,0.108684,0.023660,0.020519,0.264006,0.004585,0.046610,0.815649,0.492645,0.298200,0.370322,0.266317,0.309274,0.337693,0.185372,0.219018,0.236728,0.143905,0.245113,0.182282,0.042888,0.002164,0.044640,0.014591,0.015898,0.009084,0.017512,0.003642,0.020821,0.005521,0.025795,0.011597,0.008986,511_interviewer_train
0.053035,0.093552,3.154979,0.135620,0.171100,0.518748,0.015150,0.093750,-22.859558,2.689470,-0.185981,0.700496,-0.653897,-0.275649,-0.349778,-0.387291,-0.050093,-0.106414,-0.417626,-0.385870,-0.273627,0.044499,0.002795,0.122415,0.037487,0.015355,0.004815,0.006547,0.001433,0.003358,0.010585,0.021540,0.005795,0.045024,0.019267,0.063299,0.268518,0.017531,0.024773,0.373104,0.009585,0.059948,0.891222,0.394875,0.448200,0.330735,0.352145,0.131427,0.290918,0.283723,0.287596,0.217611,0.320291,0.139829,0.105962,0.047161,0.002069,0.096450,0.047790,0.026685,0.006611,0.005510,0.001803,0.003312,0.009162,0.024739,0.007044,0.017867,511_interviewer_train
0.086358,0.037017,3.150649,0.166630,0.179645,0.655583,0.014696,0.140542,-23.910171,2.152058,0.004634,-0.001721,-0.453894,-0.124168,-0.331063,-0.058711,-0.249561,0.062339,-0.088370,-0.021742,-0.176385,0.033222,0.002914,0.036778,0.014586,0.021146,0.006909,0.018293,0.003227,0.007878,0.030371,0.045289,0.009209,0.031046,0.036843,0.034820,0.157677,0.038742,0.028441,0.386667,0.008117,0.101204,1.098535,0.566014,0.686154,0.480092,0.439954,0.400967,0.250480,0.292280,0.278324,0.274397,0.252428,0.290829,0.277453,0.035242,0.003935,0.043103,0.020895,0.027366,0.006354,0.017843,0.005575,0.010577,0.028724,0.040849,0.014006,0.012971,511_interviewer_train
0.098874,0.025745,2.974637,0.195983,0.188979,1.063427,0.010199,0.184167,-23.663370,1.564959,0.500314,0.022431,-0.124987,0.000892,-0.317183,-0.083039,-0.199878,0.292690,-0.222743,0.010761,-0.204008,0.039210,0.001661,0.026154,0.011001,0.021066,0.012177,0.053977,0.004159,0.004147,0.008212,0.029046,0.023472,0.024016,0.052352,0.021374,0.426663,0.056581,0.015559,0.823972,0.008974,0.143735,0.940758,1.173567,0.364422,0.277712,0.264655,0.231444,0.167498,0.333953,0.212184,0.215456,0.282732,0.203446,0.250446,0.042871,0.001032,0.021377,0.007991,0.019402,0.013090,0.045990,0.005409,0.003482,0.004411,0.017120,0.038052,0.013042,511_interviewer_train
0.066020,0.081923,3.098718,0.154663,0.188501,0.652720,0.007227,0.117500,-22.133724,2.443039,-0.040321,0.460859,-0.233408,-0.028509,-0.147008,-0.199134,-0.104066,-0.082720,-0.576876,-0.229269,-0.160973,0.029107,0.008718,0.121217,0.040697,0.015510,0.007635,0.024069,0.000880,0.004198,0.008736,0.012055,0.002260,0.038329,0.032316,0.046825,0.026014,0.029031,0.011746,0.461301,0.004429,0.085165,0.287274,0.527065,0.302421,0.044227,0.270629,0.272857,0.126503,0.129649,0.078130,0.126468,0.161061,0.327415,0.293395,0.012413,0.004472,0.090720,0.038001,0.008635,0.005627,0.014585,0.000757,0.003302,0.006420,0.011042,0.001245,0.019718,511_interviewer_train
0.095275,0.042983,3.047826,0.196744,0.216594,0.760944,0.008117,0.181562,-23.072590,2.256928,0.093760,0.261110,-0.354159,0.194694,-0.305859,-0.309102,-0.268198,-0.473186,-0.184112,-0.090344,-0.062975,0.014740,0.002202,0.073775,0.052977,0.024774,0.010931,0.020717,0.001187,0.024231,0.007948,0.014658,0.001597,0.029119,0.064174,0.031435,0.265196,0.070223,0.042721,0.569020,0.005426,0.195232,0.943879,0.628685,0.265898,0.336105,0.190692,0.156112,0.309574,0.218297,0.109388,0.225632,0.312621,0.212855,0.161465,0.009824,0.001137,0.042508,0.040258,0.027064,0.006645,0.013756,0.000778,0.032469,0.005578,0.010897,0.001297,0.007811,511_interviewer_train
0.087119,0.038058,3.201650,0.155261,0.165167,0.782064,0.010167,0.143021,-23.985310,2.003418,-0.887065,0.497804,-0.109938,-0.243261,-0.196652,-0.209006,-0.411280,-0.138936,-0.498228,-0.467666,-0.211905,0.008309,0.002198,0.027593,0.103248,0.015316,0.006439,0.006979,0.002414,0.006714,0.013368,0.009739,0.002893,0.032083,0.036768,0.019849,0.161257,0.020995,0.027467,0.376801,0.007541,0.047288,0.681474,0.737827,0.562898,0.402048,0.267125,0.345874,0.267329,0.218423,0.291372,0.266004,0.275171,0.155270,0.271645,0.007688,0.002991,0.018268,0.042330,0.021393,0.006147,0.006273,0.002938,0.007291,0.010277,0.013142,0.003454,0.011724,511_interviewer_train
