@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {511_interviewer_train,108_subset_train}

@DATA
0.095834,0.066228,3.103892,0.176393,0.179174,0.774402,0.013068,0.164643,-23.572759,1.892013,0.099583,-0.086485,-0.419558,0.258257,-0.476276,0.169636,-0.296506,-0.415521,-0.354225,-0.261618,0.134981,0.007886,0.005704,0.042000,0.046209,0.068464,0.011975,0.017829,0.000730,0.003247,0.004244,0.025910,0.001384,0.034199,0.038942,0.054511,0.246054,0.042650,0.041027,0.372144,0.007163,0.090961,1.510049,0.479180,0.603390,0.628941,0.375250,0.413057,0.467321,0.351777,0.275291,0.322828,0.326948,0.278565,0.185411,0.010065,0.006726,0.041663,0.042812,0.071804,0.019946,0.027912,0.000567,0.004311,0.005744,0.036159,0.001255,0.013871,511_interviewer_train
0.089096,0.016543,3.050418,0.170260,0.187413,0.757168,0.007952,0.169719,-24.139986,2.207968,0.250174,-0.290238,-0.160356,0.107678,-0.511273,0.214594,-0.199650,0.113922,-0.096106,0.018939,-0.184630,0.038111,0.005263,0.032953,0.012534,0.012912,0.014337,0.043827,0.002055,0.008480,0.016979,0.039593,0.011955,0.025082,0.024006,0.013997,0.262080,0.025268,0.022026,0.333280,0.003305,0.096507,1.059540,0.482965,0.580324,0.400638,0.350355,0.439714,0.164955,0.199977,0.228832,0.204566,0.274196,0.216458,0.188394,0.033770,0.005875,0.024303,0.013026,0.011071,0.009511,0.037842,0.002259,0.008742,0.015708,0.030024,0.012705,0.009601,511_interviewer_train
0.099781,0.043441,3.122113,0.172290,0.174320,0.909176,0.009076,0.189500,-22.628138,2.106240,-0.061439,-0.282781,-0.150273,-0.080731,-0.304312,-0.200053,-0.326678,0.154477,-0.049223,0.076941,0.025109,0.020599,0.001445,0.021528,0.020689,0.016511,0.019549,0.032248,0.018103,0.012547,0.021694,0.027499,0.005926,0.020774,0.026608,0.024296,0.170528,0.028524,0.019707,0.275717,0.003509,0.084051,0.943164,0.436971,0.702811,0.510201,0.295162,0.267125,0.438079,0.417276,0.157833,0.186140,0.250014,0.211261,0.206415,0.021829,0.001203,0.014875,0.019038,0.012437,0.014990,0.019198,0.012509,0.013280,0.023799,0.021510,0.005373,0.007900,511_interviewer_train
0.089205,0.021487,3.100326,0.166239,0.176020,0.854285,0.010741,0.162312,-24.326115,1.988623,0.008787,0.053096,-0.048536,0.146298,-0.303957,0.104748,-0.170632,-0.019400,-0.279127,-0.261198,-0.394130,0.060029,0.013977,0.069569,0.014464,0.009247,0.004788,0.022800,0.004128,0.002890,0.005114,0.016749,0.011657,0.031156,0.037578,0.016895,0.402493,0.031661,0.030900,0.415197,0.005296,0.089466,1.153141,0.690741,0.770675,0.553385,0.270521,0.437171,0.360175,0.274918,0.274419,0.247435,0.264775,0.219295,0.225755,0.061006,0.017886,0.059170,0.020813,0.010225,0.004337,0.022584,0.004228,0.002804,0.004610,0.012191,0.012149,0.016259,511_interviewer_train
0.109950,0.019003,3.174596,0.178728,0.178369,0.984621,0.009559,0.200875,-24.666697,1.827639,-0.118722,-0.072901,0.152441,0.121716,-0.366659,0.081716,-0.190452,-0.050029,-0.085262,-0.152784,-0.208650,0.060673,0.004906,0.032101,0.012878,0.012727,0.008401,0.024311,0.003509,0.002747,0.006373,0.023881,0.020312,0.025956,0.048938,0.020923,0.142495,0.039123,0.030580,0.410234,0.004686,0.104375,0.930898,0.668925,0.840021,0.636294,0.326654,0.343011,0.298514,0.276849,0.272673,0.215356,0.218749,0.202458,0.261217,0.055000,0.005946,0.023179,0.020031,0.014779,0.009040,0.019827,0.004643,0.002032,0.007980,0.026459,0.019309,0.012034,511_interviewer_train
0.102941,0.043120,3.218569,0.166722,0.162562,1.200474,0.006601,0.189583,-22.203670,1.607239,-0.961297,0.699350,-0.256199,0.199872,-0.457690,-0.422092,0.019503,0.164175,0.136217,-0.216232,-0.111204,0.006813,0.009947,0.008145,0.005318,0.009777,0.020538,0.017269,0.007356,0.006098,0.049825,0.026637,0.008008,0.019188,0.023769,0.017166,0.092134,0.019648,0.021521,0.239004,0.002822,0.026257,0.497990,0.438100,0.383989,0.204069,0.376625,0.293155,0.272583,0.245718,0.263153,0.283794,0.115529,0.211034,0.213216,0.005124,0.009788,0.005892,0.006047,0.010545,0.028392,0.010291,0.010425,0.006651,0.036700,0.025143,0.009745,0.007602,511_interviewer_train
0.071756,0.041614,3.172137,0.132770,0.148583,0.759303,0.008210,0.127500,-22.579700,2.649378,-0.403311,0.365462,-0.562886,0.187722,-0.343569,-0.077228,-0.331780,-0.021537,-0.044453,0.225540,-0.109611,0.020176,0.002316,0.051123,0.017752,0.018704,0.022953,0.037845,0.004820,0.017620,0.008278,0.017971,0.006795,0.019310,0.015726,0.016237,0.081762,0.015663,0.014681,0.395058,0.004766,0.060605,0.813401,0.390608,1.003062,0.424678,0.626286,0.313253,0.180450,0.202928,0.165517,0.335959,0.366851,0.215055,0.202608,0.012980,0.001611,0.042117,0.008865,0.014647,0.023207,0.012387,0.005619,0.022026,0.004736,0.011233,0.006954,0.009594,511_interviewer_train
0.110138,0.040177,3.227124,0.143494,0.135931,1.142452,0.011963,0.177031,-23.336126,2.132481,-1.507490,0.663376,-0.767695,0.142159,0.031713,-0.126953,0.155733,0.178495,-0.037082,-0.011991,-0.105305,0.017075,0.003457,0.009870,0.003493,0.011415,0.004992,0.019738,0.001792,0.004176,0.023787,0.028940,0.028217,0.019021,0.025207,0.023725,0.146322,0.020019,0.025075,0.325201,0.007650,0.045597,0.990753,0.589724,0.397065,0.579455,0.424514,0.361540,0.502363,0.345360,0.322631,0.178450,0.223144,0.192785,0.236421,0.017095,0.004048,0.011450,0.004030,0.015011,0.004274,0.034188,0.003811,0.007045,0.027634,0.030064,0.023878,0.007800,511_interviewer_train
0.118054,0.026898,3.127817,0.191616,0.186254,0.921549,0.010774,0.204031,-23.891621,1.884414,0.734927,-0.355208,-0.056753,0.008365,-0.509790,0.250247,-0.132789,0.131758,-0.164082,-0.045082,-0.373279,0.041226,0.003168,0.036601,0.013555,0.008229,0.006999,0.022120,0.002594,0.002895,0.014706,0.064055,0.005823,0.030123,0.057701,0.017791,0.227293,0.037766,0.021838,0.453997,0.005433,0.114129,0.954558,0.580978,0.560320,0.477477,0.531338,0.376735,0.391775,0.278656,0.212274,0.254852,0.187024,0.185895,0.254058,0.033261,0.002811,0.027669,0.018037,0.011632,0.009504,0.020853,0.003406,0.003296,0.010844,0.041185,0.005314,0.012976,511_interviewer_train
0.068210,0.067213,3.159081,0.152295,0.177572,0.788447,0.007751,0.117500,-22.260298,2.156903,-0.668725,0.292365,-0.229864,0.112341,-0.169469,0.010204,0.129739,-0.126789,-0.241283,-0.325896,-0.290316,0.024727,0.027411,0.089952,0.011413,0.005334,0.005014,0.036160,0.002263,0.010344,0.008317,0.021152,0.003316,0.028724,0.011305,0.045511,0.097649,0.020956,0.014389,0.331133,0.004505,0.030208,1.484603,0.515813,0.461735,0.164765,0.224704,0.274374,0.241231,0.190174,0.188231,0.175055,0.229405,0.191668,0.178748,0.020210,0.024379,0.045331,0.012010,0.003948,0.006615,0.026918,0.001494,0.014713,0.013027,0.022713,0.002802,0.010755,511_interviewer_train
0.083605,0.027649,3.154696,0.146109,0.165947,0.780367,0.008204,0.134000,-23.147643,2.354054,-0.895890,0.356414,-0.527619,0.101086,-0.071442,-0.139172,0.272889,0.107453,0.008606,0.170750,-0.155548,0.014580,0.005988,0.017052,0.011233,0.013545,0.013730,0.037441,0.003029,0.007930,0.025882,0.043438,0.017255,0.019902,0.022741,0.018255,0.056307,0.016681,0.014458,0.378887,0.004411,0.050710,0.810972,0.575171,0.480149,0.424873,0.375108,0.214335,0.321908,0.149338,0.257635,0.218837,0.167263,0.210932,0.153035,0.003682,0.005490,0.008693,0.011670,0.013719,0.010262,0.029415,0.002792,0.008151,0.023938,0.041543,0.018859,0.008524,511_interviewer_train
0.058552,0.055740,3.066539,0.156438,0.188456,0.488337,0.015144,0.090854,-23.717365,2.404283,0.291832,-0.106564,-0.307882,-0.040500,-0.589333,-0.162814,-0.519074,-0.216458,-0.324530,-0.151720,0.238057,0.006439,0.001434,0.023013,0.066971,0.099747,0.037779,0.028014,0.000907,0.004966,0.003147,0.009673,0.001912,0.046021,0.023543,0.048498,0.230377,0.024642,0.022454,0.339554,0.008749,0.057519,0.806125,0.506252,0.475989,0.509859,0.277244,0.264550,0.190877,0.303742,0.228574,0.176273,0.171148,0.221769,0.188786,0.007105,0.001929,0.020704,0.064385,0.067731,0.047432,0.035154,0.001126,0.005334,0.002717,0.010896,0.001569,0.015370,511_interviewer_train
0.078362,0.055410,3.096374,0.156547,0.186122,0.516322,0.009390,0.112500,-23.062502,2.552493,-0.050545,-0.260440,-0.171704,0.170641,-0.151134,-0.196241,-0.160001,-0.016531,-0.108068,-0.053129,-0.442253,0.043402,0.004987,0.062380,0.011159,0.008217,0.009098,0.043196,0.050594,0.010360,0.005012,0.014827,0.006102,0.034316,0.018756,0.048892,0.249924,0.025861,0.027592,0.256821,0.004487,0.065558,1.045590,0.409869,0.637365,0.237146,0.381382,0.306214,0.319170,0.282349,0.230673,0.190479,0.275686,0.265100,0.207750,0.036858,0.006658,0.048137,0.016460,0.008997,0.011865,0.037967,0.076400,0.013304,0.003509,0.011333,0.005880,0.014272,511_interviewer_train
0.094702,0.050982,3.224248,0.155509,0.164325,0.943714,0.008021,0.145000,-22.345557,2.049942,-0.656119,0.254165,-0.289792,-0.098644,-0.246439,-0.321776,0.192568,0.102920,-0.186688,-0.063777,-0.277833,0.017610,0.009611,0.041268,0.017932,0.013804,0.013348,0.014765,0.002170,0.004486,0.026850,0.041463,0.009341,0.020204,0.024860,0.027535,0.057199,0.008710,0.021444,0.387031,0.004265,0.050394,1.373617,0.341071,0.777305,0.519565,0.131661,0.280316,0.365620,0.210377,0.415187,0.190656,0.196525,0.204865,0.293915,0.012707,0.009766,0.027138,0.023017,0.013104,0.014246,0.007890,0.001453,0.003357,0.022173,0.035343,0.007119,0.006142,511_interviewer_train
0.046308,0.057767,3.071445,0.136110,0.188715,0.271186,0.008206,0.059375,-23.007570,2.873665,0.136369,0.127710,-0.410517,0.117767,-0.182989,0.022133,-0.323159,-0.247550,-0.255160,-0.246280,-0.149825,0.030071,0.005936,0.134964,0.022292,0.011742,0.008574,0.057316,0.001026,0.005508,0.006631,0.019052,0.005288,0.040611,0.014461,0.033139,0.088634,0.016003,0.020188,0.126117,0.006498,0.012793,0.607119,0.267814,0.236509,0.088828,0.167122,0.191652,0.209557,0.047473,0.117636,0.030969,0.220486,0.200109,0.117004,0.012600,0.008912,0.058667,0.014282,0.005734,0.002358,0.029463,0.000693,0.004204,0.003623,0.017454,0.004351,0.009286,511_interviewer_train
0.103393,0.021444,3.114420,0.184590,0.193961,0.791803,0.009764,0.136806,-24.479839,1.809257,-0.360457,0.232886,-0.141616,0.164942,-0.184034,0.004967,-0.316074,-0.079612,-0.316333,-0.171607,-0.309486,0.024817,0.007926,0.058752,0.047306,0.010853,0.007239,0.035599,0.012039,0.004741,0.006521,0.011983,0.002794,0.030797,0.034717,0.030735,0.175804,0.039079,0.043629,0.322595,0.006097,0.057493,0.968577,0.589273,0.899273,0.620993,0.337840,0.284700,0.412372,0.220104,0.177600,0.269179,0.187339,0.161408,0.235707,0.026874,0.010972,0.057691,0.071684,0.012374,0.009058,0.033519,0.017476,0.004634,0.006371,0.011532,0.002444,0.016081,511_interviewer_train
0.028150,0.043005,2.721607,0.127800,0.192557,0.201848,0.030055,0.030000,-26.044177,2.355456,0.268667,0.205999,0.084511,0.406907,0.064670,0.024079,-0.047472,0.072666,0.050110,0.024786,-0.011035,0.002978,0.000501,0.090862,0.010585,0.008465,0.002739,0.208208,0.000558,0.002047,0.002804,0.045960,0.000654,0.069393,0.019550,0.041169,0.275188,0.038957,0.035138,0.185312,0.025825,0.032553,1.709117,0.521426,0.448281,0.402671,0.243261,0.223714,0.152966,0.178505,0.187486,0.193590,0.176349,0.165994,0.167081,0.002963,0.000479,0.061861,0.017738,0.010761,0.003203,0.107885,0.000724,0.003160,0.002930,0.035230,0.000764,0.022335,511_interviewer_train
0.117230,0.055087,3.045945,0.235434,0.241157,0.781975,0.007175,0.197083,-22.866896,2.369445,0.480474,-1.068296,0.576387,0.057671,0.005145,-0.035381,-0.454727,0.316461,-0.124737,-0.208362,-0.295126,0.047515,0.001689,0.026000,0.010453,0.015435,0.015337,0.015099,0.005205,0.028089,0.020599,0.034669,0.004063,0.021719,0.038830,0.042552,0.435558,0.041431,0.030197,0.360868,0.005367,0.153565,1.262022,0.355478,0.139218,0.267767,0.380236,0.144874,0.218398,0.263232,0.211184,0.099498,0.148467,0.139931,0.280560,0.042735,0.001132,0.027126,0.005680,0.014365,0.012728,0.011055,0.005626,0.022539,0.017043,0.019663,0.005078,0.007491,108_subset_train
0.092268,0.008897,3.005002,0.168723,0.177492,0.816703,0.011422,0.143472,-25.171903,2.081115,-0.440751,-0.136397,-0.247783,0.179010,-0.337019,-0.045108,-0.189641,0.198828,-0.025965,-0.005994,-0.303167,0.028511,0.003529,0.013953,0.005263,0.009387,0.011605,0.012803,0.016445,0.040733,0.016402,0.037726,0.009616,0.023000,0.045830,0.006786,0.328521,0.036677,0.028272,0.440322,0.007185,0.072759,1.396819,0.584775,0.807430,0.631214,0.342013,0.303960,0.348473,0.354231,0.180731,0.248058,0.254588,0.177515,0.205991,0.036552,0.003934,0.009359,0.003814,0.009630,0.014568,0.011150,0.031240,0.040658,0.017213,0.039124,0.014819,0.011898,108_subset_train
0.072747,0.037945,3.046730,0.172252,0.197192,0.581732,0.008423,0.169063,-22.904945,2.761887,-0.336711,-0.104798,-0.698423,0.043974,-0.038059,-0.312827,-0.234628,-0.382801,-0.292220,-0.156113,-0.110446,0.081173,0.005806,0.034624,0.016397,0.029939,0.025630,0.021094,0.002419,0.006835,0.005534,0.008922,0.004703,0.026452,0.026926,0.013477,0.156654,0.064289,0.041154,0.371883,0.005516,0.186350,0.788641,0.455357,0.558992,0.146939,0.208406,0.343941,0.180793,0.207961,0.189418,0.174841,0.217060,0.279654,0.162104,0.047886,0.004474,0.032071,0.009230,0.021135,0.016428,0.015726,0.001564,0.004164,0.002920,0.004310,0.003833,0.010337,108_subset_train
0.084314,0.023518,3.042141,0.165107,0.180556,0.609178,0.010360,0.125437,-24.133526,2.413619,-0.069680,-0.317518,-0.139589,0.374956,-0.340699,-0.127960,-0.122124,0.113249,0.015966,-0.118317,-0.371609,0.023373,0.001989,0.016622,0.008707,0.009410,0.005758,0.014489,0.004962,0.023277,0.022101,0.061223,0.004519,0.023192,0.035104,0.015994,0.295363,0.039126,0.026148,0.339792,0.004119,0.073309,0.976345,0.384904,0.648131,0.411239,0.288161,0.287126,0.248433,0.359498,0.338483,0.176127,0.170136,0.224431,0.261735,0.022864,0.002898,0.015300,0.010176,0.006268,0.005252,0.012694,0.010452,0.022255,0.013716,0.031208,0.005888,0.008140,108_subset_train
0.103167,0.017708,3.069222,0.211280,0.227201,0.569547,0.011303,0.186271,-25.615520,2.632621,-0.127861,-0.232257,-0.585093,0.235027,0.076188,-0.080090,-0.186151,-0.191007,-0.175427,-0.142706,-0.340905,0.093803,0.004083,0.023496,0.007291,0.011405,0.024622,0.016057,0.002107,0.003751,0.006404,0.033179,0.015373,0.034451,0.076254,0.016066,0.310043,0.084441,0.052728,0.450711,0.007551,0.194073,1.664564,0.519172,0.702066,0.354724,0.464524,0.305019,0.268947,0.272846,0.244177,0.217524,0.213328,0.164567,0.216253,0.063332,0.005291,0.025855,0.006928,0.010858,0.032111,0.021829,0.002705,0.004640,0.004771,0.028020,0.022850,0.013384,108_subset_train
0.121402,0.060652,2.893762,0.203197,0.211936,0.882815,0.007089,0.153125,-22.622633,1.995359,-0.456043,-0.546850,-0.720455,0.684782,-0.312000,0.076676,-0.182489,-0.454913,-0.344230,-0.244197,-0.293871,0.019514,0.010362,0.042423,0.027339,0.019543,0.022304,0.012208,0.002318,0.017190,0.002948,0.004534,0.003130,0.016177,0.033792,0.048202,0.553608,0.024478,0.012001,0.293185,0.004597,0.070476,1.614346,0.186562,0.544807,0.165869,0.082926,0.095549,0.378423,0.450523,0.105396,0.197969,0.110031,0.050003,0.273448,0.013663,0.007189,0.012599,0.012338,0.016736,0.014245,0.007533,0.001936,0.022183,0.002709,0.002438,0.002201,0.001454,108_subset_train
0.079921,0.007446,3.047483,0.173244,0.179661,0.730788,0.014533,0.154286,-26.096736,2.228207,-0.162923,-0.099410,-0.631621,0.209933,-0.140215,-0.147836,-0.145930,-0.158273,-0.097638,-0.141702,-0.448394,0.100183,0.006977,0.014755,0.005857,0.012013,0.011448,0.016351,0.002243,0.002720,0.004209,0.011085,0.033252,0.030761,0.039197,0.005577,0.321929,0.053483,0.021809,0.663005,0.009742,0.129054,1.504585,0.738960,0.632813,0.473344,0.385345,0.352469,0.299532,0.215252,0.245462,0.177358,0.215346,0.224446,0.309885,0.069778,0.011823,0.010657,0.008548,0.018437,0.014407,0.015608,0.002826,0.003735,0.003570,0.011858,0.031835,0.017430,108_subset_train
0.091693,0.021984,3.052998,0.175398,0.202341,0.512365,0.018688,0.119500,-25.479194,2.922391,0.227861,-0.605310,-0.163153,0.046539,-0.198361,-0.066863,-0.005448,0.001019,-0.062974,-0.234534,-0.412522,0.063297,0.009835,0.024567,0.013242,0.005629,0.006987,0.011712,0.004409,0.008366,0.026179,0.036555,0.014804,0.029489,0.067579,0.018672,0.334220,0.073804,0.041943,0.510287,0.011598,0.119973,1.266096,0.761474,0.797361,0.498546,0.450606,0.435308,0.271348,0.210309,0.276520,0.214853,0.240876,0.223384,0.198561,0.058024,0.016088,0.022821,0.022078,0.004392,0.008768,0.009481,0.006415,0.009976,0.025646,0.031915,0.018626,0.014072,108_subset_train
0.086327,0.014004,3.019980,0.158766,0.170995,0.707753,0.012391,0.137297,-24.969826,2.585200,-0.428690,-0.297711,-0.249009,0.290664,-0.260393,-0.008651,-0.202862,-0.061984,0.069582,0.018120,-0.117040,0.016169,0.005879,0.026324,0.014887,0.021093,0.011971,0.033977,0.011582,0.019930,0.016329,0.019501,0.004197,0.019893,0.044398,0.011405,0.234219,0.055923,0.037037,0.564376,0.006526,0.111550,1.369549,0.829007,0.801420,0.487857,0.382937,0.348017,0.379536,0.304789,0.292262,0.207581,0.254571,0.182775,0.198256,0.014609,0.005256,0.027314,0.018527,0.019356,0.011615,0.024489,0.016993,0.020094,0.012568,0.014943,0.003912,0.009617,108_subset_train
0.062683,0.004943,3.015348,0.145459,0.180017,0.408664,0.010191,0.075833,-26.451850,2.849539,-0.022252,-0.316948,-0.199045,0.261761,-0.263257,0.189700,-0.254296,0.202397,-0.145102,-0.097275,-0.064714,0.024736,0.002609,0.015081,0.007291,0.014071,0.005454,0.019831,0.003796,0.029975,0.029875,0.052631,0.002859,0.024819,0.017894,0.003634,0.560240,0.011071,0.017360,0.250974,0.006894,0.024030,1.409849,0.333343,0.516775,0.427277,0.311934,0.403549,0.377838,0.354679,0.333213,0.242918,0.215171,0.181222,0.190495,0.030187,0.002742,0.018934,0.004572,0.013261,0.005897,0.025171,0.005886,0.045076,0.018389,0.036756,0.002301,0.008686,108_subset_train
0.072747,0.077833,3.148153,0.160083,0.184047,0.396360,0.013226,0.089688,-23.318453,2.493680,-1.010450,-0.492902,-0.365130,0.212880,0.198874,-0.162433,-0.226487,-0.021464,-0.149799,-0.058579,-0.384007,0.054579,0.011295,0.020853,0.007518,0.017903,0.037736,0.012034,0.003629,0.003206,0.016511,0.022218,0.008644,0.025938,0.007696,0.041749,0.195635,0.016283,0.014678,0.113911,0.005959,0.016145,1.086729,0.501723,0.243508,0.242886,0.331309,0.254795,0.252352,0.132108,0.204691,0.151226,0.178776,0.228390,0.233627,0.046435,0.017673,0.018351,0.009754,0.008574,0.027844,0.013158,0.002774,0.003333,0.002514,0.016684,0.012157,0.011494,108_subset_train
0.108938,0.005760,2.982132,0.203947,0.210066,0.518543,0.014315,0.197271,-27.360381,3.137435,-0.384782,-0.420179,-0.304726,0.097217,0.098601,-0.124013,-0.267909,-0.190586,-0.274545,-0.160840,-0.322250,0.089277,0.005863,0.039773,0.011858,0.015551,0.019681,0.014658,0.008597,0.006815,0.003865,0.014879,0.009862,0.032412,0.103784,0.005180,0.468751,0.128649,0.061388,0.568195,0.008125,0.259491,1.576412,0.739065,0.657113,0.302857,0.216042,0.228995,0.285249,0.225961,0.167922,0.182650,0.190647,0.190241,0.267296,0.067334,0.007845,0.047265,0.011501,0.017390,0.027992,0.013270,0.015610,0.007872,0.002990,0.016670,0.014166,0.018098,108_subset_train
0.097012,0.020941,3.041944,0.175375,0.186801,0.606746,0.014059,0.160292,-25.002503,2.794836,-0.011912,-0.678040,-0.241082,0.288021,-0.164560,0.040240,-0.200621,0.069462,-0.057815,-0.005376,0.036428,0.015800,0.007012,0.015223,0.016261,0.013372,0.013863,0.042060,0.006791,0.021452,0.019900,0.023222,0.005002,0.022489,0.067486,0.018041,0.249943,0.069913,0.041363,0.499779,0.007838,0.144462,1.383885,0.707870,0.701178,0.597271,0.434184,0.452312,0.296160,0.312459,0.297957,0.250943,0.228374,0.202222,0.194299,0.016083,0.008260,0.015791,0.018114,0.012786,0.015251,0.032350,0.009893,0.022492,0.015466,0.016925,0.008292,0.009488,108_subset_train
0.098999,0.021380,3.098396,0.183951,0.199528,0.595778,0.014359,0.140917,-25.347097,2.794559,-0.529903,-0.578395,-0.430938,0.142252,-0.050763,-0.026034,-0.226406,-0.097973,-0.151774,-0.109329,-0.060887,0.022154,0.008794,0.021912,0.024455,0.021269,0.008192,0.028891,0.008820,0.022757,0.008071,0.012226,0.010106,0.020532,0.064416,0.025170,0.126730,0.073577,0.045324,0.490097,0.008667,0.141894,1.689441,0.626793,0.863083,0.493559,0.369957,0.373396,0.280864,0.273079,0.276057,0.242576,0.233499,0.223596,0.206637,0.023989,0.013870,0.020303,0.026421,0.013107,0.007219,0.026927,0.012403,0.016469,0.006180,0.009267,0.016511,0.008332,108_subset_train
0.093242,0.025822,2.818630,0.201747,0.218390,0.483609,0.016470,0.154844,-25.579995,2.877953,-0.332017,-0.697196,-0.503034,-0.086703,0.000247,0.005704,-0.203897,-0.502222,-0.364985,-0.355447,-0.149660,0.027610,0.014735,0.055053,0.045896,0.023710,0.012543,0.011100,0.001348,0.006914,0.002540,0.004536,0.003258,0.025521,0.055640,0.034761,0.469967,0.088866,0.056272,0.399752,0.009498,0.215244,2.182174,0.657030,0.819947,0.431938,0.337526,0.219712,0.300932,0.231153,0.230336,0.249540,0.262729,0.165620,0.290117,0.031970,0.016985,0.025614,0.043630,0.020639,0.025421,0.021105,0.001498,0.007131,0.001864,0.003214,0.004491,0.008211,108_subset_train
0.067522,0.051864,3.053719,0.137871,0.174664,0.274705,0.018225,0.090375,-24.165129,3.054012,0.025413,-0.658294,-0.251280,0.297943,-0.088117,-0.097115,-0.155238,-0.105541,-0.069066,-0.204460,-0.130872,0.065835,0.002980,0.016291,0.015189,0.017245,0.009616,0.011822,0.002500,0.006630,0.018935,0.048387,0.008083,0.030118,0.043079,0.036971,0.340242,0.042805,0.029561,0.449245,0.008341,0.090195,1.355251,0.721960,0.462372,0.570716,0.393216,0.328229,0.265539,0.278771,0.245158,0.153365,0.118487,0.265612,0.231386,0.070528,0.006201,0.017720,0.022917,0.019329,0.013160,0.012249,0.007262,0.008878,0.015782,0.048410,0.016060,0.014340,108_subset_train
0.060936,0.030469,3.120623,0.163275,0.194260,0.445651,0.008130,0.088594,-24.660147,2.572380,-0.721074,-0.416464,-0.399041,0.243990,0.062241,-0.211603,0.053915,-0.302237,0.033427,-0.264287,-0.427833,0.098236,0.004759,0.016813,0.005696,0.011077,0.013166,0.014091,0.003847,0.003361,0.006082,0.013668,0.032028,0.030961,0.020358,0.026576,0.382161,0.019905,0.024275,0.270332,0.005723,0.027740,1.645149,0.534158,0.555885,0.490133,0.307247,0.529340,0.435410,0.330410,0.152175,0.193052,0.158207,0.196914,0.257147,0.070970,0.007325,0.023046,0.009472,0.015691,0.012430,0.017800,0.006310,0.004996,0.008541,0.009855,0.026896,0.016330,108_subset_train
0.061014,0.084845,3.234099,0.139929,0.159045,0.404069,0.011405,0.078125,-22.496851,2.594261,-0.446461,-0.661810,-0.545095,0.142353,-0.303021,-0.467346,0.036080,-0.451723,-0.165202,-0.641295,-0.609996,0.042849,0.024789,0.079285,0.018705,0.004002,0.002796,0.004162,0.018893,0.019594,0.002122,0.003671,0.014291,0.027823,0.015312,0.030041,0.052235,0.018770,0.006582,0.171928,0.007911,0.013506,1.175855,0.383511,0.280548,0.214506,0.209016,0.229466,0.064868,0.116351,0.186350,0.117355,0.129043,0.114390,0.321613,0.044541,0.015376,0.022021,0.019154,0.002772,0.000607,0.001283,0.027994,0.018347,0.000184,0.002235,0.019665,0.006972,108_subset_train
